year,race,driver,FP1_lap,grid_position,FP1_fastest_lap,FP1_best_gap
2021,monaco,Russell,23,15,105.23400000000001,2.050
2021,monaco,Leclerc,25,1,105.384,2.200
2021,azerbaijan,Verstappen,24,3,105.41499999999999,2.231
2021,azerbaijan,Leclerc,23,1,105.446,2.262
2021,azerbaijan,Sainz,24,5,105.452,2.268
2021,azerbaijan,Perez,22,6,105.774,2.590
2021,azerbaijan,Ricciardo,20,13,106.899,3.715
2021,azerbaijan,Gasly,18,4,106.945,3.761
2021,azerbaijan,Norris,21,9,93.783,0.335
2021,azerbaijan,Alonso,23,8,93.88,0.432
2021,azerbaijan,Bottas,25,10,94.193,0.745
2021,azerbaijan,RÃ¤ikkÃ¶nen,25,14,94.32900000000001,0.881
2021,azerbaijan,Giovinazzi,24,20,94.644,1.196
2021,azerbaijan,Stroll,21,19,94.693,1.245
2021,azerbaijan,Tsunoda,20,7,94.699,1.251
2021,azerbaijan,Vettel,21,11,94.707,1.259
2021,azerbaijan,Ocon,22,12,94.84700000000001,1.399
2021,azerbaijan,Russell,24,15,94.95,1.502
2021,azerbaijan,Latifi,23,16,95.116,1.668
2021,azerbaijan,Schumacher,20,17,95.13499999999999,1.687
2021,azerbaijan,Mazepin,23,18,95.275,1.827
2021,france,Bottas,16,3,95.289,1.841
2021,france,Hamilton,24,2,95.342,1.894
2021,france,Verstappen,22,1,95.612,2.164
2021,france,Perez,24,4,96.65100000000001,3.203
2021,france,Ocon,14,11,97.32900000000001,3.881
2021,france,Ricciardo,16,10,97.881,4.433
2021,france,Gasly,26,6,77.616,0.061
2021,france,Norris,25,8,77.72200000000001,0.167
2021,france,Leclerc,24,7,78.115,0.560
2021,france,Giovinazzi,27,13,78.181,0.626
2021,france,RÃ¤ikkÃ¶nen,26,16,78.385,0.830
2021,france,Stroll,23,18,78.39099999999999,0.836
2021,france,Vettel,20,12,78.46600000000001,0.911
2021,france,Sainz,26,5,78.649,1.094
2021,france,Latifi,25,15,78.755,1.200
2021,france,Mazepin,26,17,78.765,1.210
2021,france,Schumacher,18,14,78.77,1.215
2021,hungary,Verstappen,22,3,78.989,1.434
2021,hungary,Bottas,27,2,79.265,1.710
2021,hungary,Hamilton,24,1,79.724,2.169
2021,hungary,Sainz,24,14,79.824,2.269
2021,hungary,Gasly,26,5,80.383,2.828
2021,hungary,Alonso,23,9,80.639,3.084
2021,hungary,Leclerc,23,7,80.992,3.437
2021,hungary,Perez,5,4,81.889,4.334
2021,hungary,Stroll,14,12,105.363,0.164
2021,hungary,Ocon,20,8,105.699,0.500
2021,hungary,Tsunoda,19,15,105.818,0.619
2021,hungary,Vettel,20,10,105.935,0.736
2021,hungary,Ricciardo,17,11,106.12700000000001,0.928
2021,hungary,Russell,19,16,106.17699999999999,0.978
2021,hungary,Latifi,17,17,106.336,1.137
2021,hungary,Schumacher,16,19,106.497,1.298
2021,hungary,Mazepin,16,18,106.612,1.413
2021,hungary,Giovinazzi,19,13,106.649,1.450
2021,belgium,Bottas,20,13,106.68299999999999,1.484
2021,belgium,Verstappen,17,1,106.755,1.556
2021,belgium,Gasly,19,6,106.77199999999999,1.573
2021,belgium,Leclerc,19,9,106.928,1.729
2021,belgium,Sainz,20,11,107.101,1.902
2021,belgium,Perez,15,7,108.125,2.926
2021,belgium,Vettel,17,5,108.22399999999999,3.025
2021,belgium,Norris,16,15,108.705,3.506
2021,belgium,Ocon,15,8,109.059,3.860
2021,belgium,Stroll,18,19,71.597,0.097
2021,belgium,Ricciardo,19,4,71.601,0.101
2021,belgium,Giovinazzi,18,14,71.623,0.123
2021,belgium,Russell,18,2,71.738,0.238
2021,belgium,Tsunoda,18,16,72.158,0.658
2021,belgium,Latifi,17,10,72.231,0.731
2021,belgium,RÃ¤ikkÃ¶nen,18,20,72.359,0.859
2021,belgium,Hamilton,18,3,72.431,0.931
2021,belgium,Mazepin,19,18,72.515,1.015
2021,belgium,Schumacher,18,17,72.679,1.179
2021,netherlands,Hamilton,16,2,72.907,1.407
2021,netherlands,Verstappen,20,1,73.053,1.553
2021,netherlands,Sainz,18,6,73.081,1.581
2021,netherlands,Leclerc,15,5,73.181,1.681
2021,netherlands,Bottas,18,3,73.328,1.828
2021,netherlands,Alonso,14,9,73.516,2.016
2021,netherlands,Ocon,17,8,73.847,2.347
2021,netherlands,Giovinazzi,6,7,75.984,4.484
2021,netherlands,Norris,23,13,94.638,0.211
2021,netherlands,Ricciardo,13,10,94.654,0.227
2021,netherlands,Russell,22,11,95.11699999999999,0.690
2021,netherlands,Mazepin,23,17,95.781,1.354
2021,netherlands,Schumacher,24,16,95.794,1.367
2021,netherlands,Vettel,25,15,95.811,1.384
2021,netherlands,Tsunoda,24,14,95.959,1.532
2021,russia,Bottas,22,16,96.188,1.761
2021,russia,Hamilton,21,4,96.225,1.798
2021,russia,Verstappen,25,20,96.23599999999999,1.809
2021,russia,Leclerc,21,19,96.52199999999999,2.095
2021,russia,Vettel,23,10,96.795,2.368
2021,russia,Gasly,23,11,96.87700000000001,2.450
2021,russia,Sainz,20,2,96.952,2.525
2021,russia,Norris,26,1,97.794,3.367
2021,russia,Perez,23,8,98.013,3.586
2021,russia,Alonso,21,6,98.155,3.728
2021,russia,Ocon,22,9,98.586,4.159
2021,russia,Stroll,23,7,98.977,4.550
2021,russia,Ricciardo,24,5,84.60300000000001,0.425
2021,russia,RÃ¤ikkÃ¶nen,27,13,84.654,0.476
2021,russia,Tsunoda,28,12,84.842,0.664
2021,russia,Russell,25,3,84.86,0.682
2021,russia,Latifi,30,18,84.90899999999999,0.731
2021,russia,Mazepin,26,15,85.34700000000001,1.169
2021,russia,Schumacher,30,14,85.382,1.204
2021,turkey,Hamilton,26,11,85.383,1.205
2021,turkey,Verstappen,24,2,85.459,1.281
2021,turkey,Leclerc,25,3,85.685,1.507
2021,turkey,Bottas,26,1,85.75,1.572
2021,turkey,Sainz,26,19,85.81,1.632
2021,turkey,Ocon,24,12,85.813,1.635
2021,turkey,Norris,28,7,85.863,1.685
2021,turkey,Gasly,24,4,85.93299999999999,1.755
2021,turkey,Alonso,29,5,86.361,2.183
2021,turkey,Perez,28,6,86.424,2.246
2021,turkey,Russell,25,13,86.636,2.458
2021,turkey,Ricciardo,28,20,87.019,2.841
2021,turkey,Giovinazzi,18,16,94.919,0.045
2021,turkey,Latifi,16,15,95.806,0.932
2021,turkey,RÃ¤ikkÃ¶nen,18,17,96.334,1.460
2021,turkey,Stroll,20,8,96.50800000000001,1.634
2021,turkey,Tsunoda,18,9,96.61099999999999,1.737
2021,turkey,Schumacher,20,14,96.798,1.924
2021,turkey,Mazepin,11,18,96.85499999999999,1.981
2021,united-states,Bottas,18,9,96.874,2.000
2021,united-states,Hamilton,18,2,96.876,2.002
2021,united-states,Verstappen,19,1,96.96600000000001,2.092
2021,united-states,Leclerc,22,4,96.97,2.096
2021,united-states,Sainz,20,5,96.97200000000001,2.098
2021,united-states,Gasly,20,8,96.982,2.108
2021,united-states,Perez,12,3,97.068,2.194
2021,united-states,Norris,18,7,97.458,2.584
2021,united-states,Giovinazzi,19,12,97.463,2.589
2021,united-states,RÃ¤ikkÃ¶nen,22,15,97.95400000000001,3.080
2021,united-states,Russell,17,20,98.866,3.992
2021,united-states,Ocon,19,11,102.239,7.365
2021,united-states,Vettel,24,18,78.417,0.076
2021,united-states,Alonso,28,19,78.464,0.123
2021,united-states,Ricciardo,20,6,78.61,0.269
2021,united-states,Latifi,23,14,78.985,0.644
2021,united-states,Tsunoda,26,10,79.463,1.122
2021,united-states,Schumacher,26,16,79.656,1.315
2021,united-states,Mazepin,20,17,79.667,1.326
2021,mexico,Bottas,20,1,79.759,1.418
2021,mexico,Hamilton,27,2,79.858,1.517
2021,mexico,Verstappen,30,3,80.011,1.670
2021,mexico,Perez,26,4,80.026,1.685
2021,mexico,Gasly,27,5,80.03,1.689
2021,mexico,Sainz,25,6,80.273,1.932
2021,mexico,Alonso,26,12,80.301,1.960
2021,mexico,Leclerc,27,8,80.344,2.003
2021,mexico,Ocon,23,19,80.517,2.176
2021,mexico,Vettel,23,9,81.58,3.239
2021,mexico,Tsunoda,27,17,82.144,3.803
2021,mexico,RÃ¤ikkÃ¶nen,24,10,82.819,4.478
2021,mexico,Ricciardo,28,7,84.16,0.437
2021,mexico,Norris,24,18,84.194,0.471
2021,mexico,Giovinazzi,21,11,84.509,0.786
2021,mexico,Russell,27,16,84.648,0.925
2021,mexico,Latifi,26,13,84.713,0.990
2021,mexico,Schumacher,27,14,84.78999999999999,1.067
2021,mexico,Mazepin,22,15,84.91499999999999,1.192
2021,qatar,Verstappen,23,7,84.97200000000001,1.249
2021,qatar,Gasly,19,2,85.215,1.492
2021,qatar,Bottas,24,6,85.291,1.568
2021,qatar,Hamilton,19,1,85.328,1.605
2021,qatar,Tsunoda,24,8,85.688,1.965
2021,qatar,Sainz,23,5,85.757,2.034
2021,qatar,Leclerc,25,13,85.828,2.105
2021,qatar,Perez,24,11,85.871,2.148
2021,qatar,Ocon,21,9,85.905,2.182
2021,qatar,Norris,21,4,86.699,2.976
2021,qatar,Ricciardo,11,14,86.712,2.989
2021,qatar,Vettel,16,10,87.5,3.777
2021,qatar,Giovinazzi,23,18,89.842,0.056
2021,qatar,RÃ¤ikkÃ¶nen,24,16,90.009,0.223
2021,qatar,Russell,28,15,90.263,0.477
2021,qatar,Alonso,27,3,90.318,0.532
2021,qatar,Schumacher,26,19,90.564,0.778
2021,qatar,Stroll,26,12,90.6,0.814
2021,qatar,Mazepin,25,20,90.608,0.822
2021,saudi-arabia,Hamilton,27,1,90.842,1.056
2021,saudi-arabia,Verstappen,25,3,90.886,1.100
2021,saudi-arabia,Bottas,27,2,90.96000000000001,1.174
2021,saudi-arabia,Gasly,29,6,91.023,1.237
2021,saudi-arabia,Giovinazzi,23,10,91.029,1.243
2021,saudi-arabia,Sainz,25,15,91.044,1.258
2021,saudi-arabia,Leclerc,26,4,91.099,1.313
2021,saudi-arabia,Ricciardo,26,11,91.29599999999999,1.510
2021,saudi-arabia,Alonso,28,13,91.343,1.557
2021,saudi-arabia,Vettel,24,17,91.525,1.739
2021,saudi-arabia,Perez,27,5,91.821,2.035
2021,saudi-arabia,Ocon,23,9,93.464,3.678
2021,saudi-arabia,Stroll,27,18,85.205,0.196
2021,saudi-arabia,Tsunoda,25,8,85.355,0.346
2021,saudi-arabia,RÃ¤ikkÃ¶nen,24,12,85.363,0.354
2021,saudi-arabia,Russell,23,14,85.378,0.369
2021,saudi-arabia,Schumacher,26,19,85.625,0.616
2021,saudi-arabia,Latifi,28,16,85.822,0.813
2021,saudi-arabia,Mazepin,20,20,85.846,0.837
2021,abu-dhabi,Verstappen,26,1,85.886,0.877
2021,abu-dhabi,Bottas,26,6,86.007,0.998
2021,abu-dhabi,Hamilton,25,2,86.025,1.016
2021,abu-dhabi,Perez,26,4,86.123,1.114
2021,abu-dhabi,Tsunoda,25,8,86.189,1.180
2021,abu-dhabi,Alonso,25,11,86.40899999999999,1.400
2021,abu-dhabi,Gasly,26,12,86.608,1.599
2021,abu-dhabi,Leclerc,29,7,86.676,1.667
2021,abu-dhabi,Sainz,27,5,87.481,2.472
2021,abu-dhabi,Vettel,27,15,87.487,2.478
2021,abu-dhabi,Ocon,24,9,87.69800000000001,2.689
2021,abu-dhabi,Norris,22,3,88.305,3.296
2021,abu-dhabi,Giovinazzi,37,14,76.089,0.086
2021,abu-dhabi,Stroll,20,13,76.53,0.527
2021,abu-dhabi,Ricciardo,35,10,76.967,0.964
2021,abu-dhabi,Latifi,28,16,77.2,1.197
2021,abu-dhabi,Schumacher,26,18,77.238,1.235
2020,hungary,Hamilton,29,1,77.404,1.401
2020,hungary,Bottas,28,2,77.435,1.432
2020,hungary,Perez,26,4,77.523,1.520
2020,hungary,Stroll,35,3,77.615,1.612
2020,hungary,Ricciardo,32,10,77.675,1.672
2020,hungary,Vettel,35,5,77.713,1.710
2020,hungary,Leclerc,28,6,77.727,1.724
2020,hungary,Verstappen,35,7,77.89,1.887
2020,hungary,Norris,31,8,77.969,1.966
2020,hungary,Ocon,35,13,78.292,2.289
2020,hungary,Sainz,30,9,78.425,2.422
2020,hungary,Magnussen,29,15,78.574,2.571
2020,hungary,Albon,26,12,79.15,3.147
2020,hungary,Latifi,29,14,76.824,0.039
2020,hungary,Kvyat,26,16,77.724,0.939
2020,hungary,Giovinazzi,27,18,77.97,1.185
2020,hungary,Russell,27,11,77.981,1.196
2020,spain,Bottas,29,2,78.291,1.506
2020,spain,Hamilton,31,1,78.471,1.686
2020,spain,Verstappen,27,3,78.606,1.821
2020,spain,Leclerc,28,9,78.62,1.835
2020,spain,Vettel,31,11,78.643,1.858
2020,spain,Grosjean,33,17,78.733,1.948
2020,spain,Perez,31,4,78.736,1.951
2020,spain,Albon,32,6,78.744,1.959
2020,spain,Magnussen,26,16,78.888,2.103
2020,spain,Stroll,24,5,78.917,2.132
2020,spain,Sainz,24,7,78.981,2.196
2020,spain,Ocon,21,15,79.145,2.360
2020,spain,Norris,31,8,79.23,2.445
2020,spain,Gasly,30,10,80.334,3.549
2020,spain,Giovinazzi,25,19,80.664,3.879
2020,spain,Kvyat,17,12,104.562,0.069
2020,spain,Ricciardo,20,13,104.574,0.081
2020,spain,Latifi,22,18,104.62899999999999,0.136
2020,belgium,Bottas,22,2,104.868,0.375
2020,belgium,Hamilton,22,1,105.049,0.556
2020,belgium,Verstappen,20,3,105.09899999999999,0.606
2020,belgium,Perez,24,8,105.22200000000001,0.729
2020,belgium,Stroll,21,9,105.225,0.732
2020,belgium,Albon,28,5,105.274,0.781
2020,belgium,Ocon,25,6,105.447,0.954
2020,belgium,Sainz,17,7,105.503,1.010
2020,belgium,Ricciardo,19,4,105.70400000000001,1.211
2020,belgium,Norris,18,10,105.759,1.266
2020,belgium,Kvyat,15,11,106.179,1.686
2020,belgium,Gasly,19,12,106.488,1.995
2020,belgium,RÃ¤ikkÃ¶nen,21,16,106.57,2.077
2020,belgium,Magnussen,22,20,95.43,0.507
2020,belgium,Grosjean,22,17,95.577,0.654
2020,belgium,Giovinazzi,23,18,95.79599999999999,0.873
2020,russia,Bottas,21,3,95.965,1.042
2020,russia,Ricciardo,23,5,96.061,1.138
2020,russia,Verstappen,22,2,96.22999999999999,1.307
2020,russia,Perez,24,4,96.25399999999999,1.331
2020,russia,Stroll,23,12,96.32300000000001,1.400
2020,russia,Ocon,25,7,96.706,1.783
2020,russia,Kvyat,23,11,96.896,1.973
2020,russia,Albon,8,15,96.97,2.047
2020,russia,Vettel,28,14,97.11,2.187
2020,russia,Gasly,17,9,97.201,2.278
2020,russia,Leclerc,23,10,97.22999999999999,2.307
2020,russia,Sainz,22,6,97.43,2.507
2020,russia,Norris,24,8,97.595,2.672
2020,russia,Giovinazzi,24,17,97.649,2.726
2020,russia,RÃ¤ikkÃ¶nen,18,19,97.71600000000001,2.793
2020,russia,Magnussen,11,18,97.78399999999999,2.861
2020,russia,Russell,1:25.269,13,86.57300000000001,:25.971
2020,russia,Grosjean,1:25.525,16,"
Lewis
Hamilton
HAM
",:26.620
2020,russia,Hamilton,1:25.562,1,85.525,"Max
Vertappen
VER
"
2020,russia,Latifi,1:26.035,20,85.467,:25.562
2020,germany,Bottas,1:26.047,1,86.857,:26.240
2020,germany,Hamilton,1:26.223,2,"
Alexander
Albon
ALB
",:27.126
2020,germany,Verstappen,1:26.242,3,86.047,"Daniel
Ricciardo
RIC
"
2020,germany,Leclerc,1:26.458,4,86.096,:26.223
2020,germany,Albon,1:26.704,5,87.086,:26.364
2020,germany,Ricciardo,1:26.709,6,"
Lando
Norris
NOR
",:26.829
2020,germany,Latifi,35,18,78.749,0.339
2020,germany,RÃ¤ikkÃ¶nen,32,19,79.191,0.781
2020,germany,Hulkenberg,33,20,79.309,0.899
2020,portugal,Bottas,34,2,79.365,0.955
2020,portugal,Hamilton,42,1,79.441,1.031
2020,portugal,Verstappen,31,3,79.907,1.497
2020,portugal,Leclerc,35,4,79.95400000000001,1.544
2020,portugal,Albon,27,6,80.05799999999999,1.648
2020,portugal,Sainz,29,7,80.124,1.714
2020,portugal,Perez,37,5,80.2,1.790
2020,portugal,RÃ¤ikkÃ¶nen,29,16,80.207,1.797
2020,portugal,Ricciardo,32,10,80.27799999999999,1.868
2020,portugal,Gasly,28,9,80.846,2.436
2020,portugal,Vettel,32,15,80.95400000000001,2.544
2020,portugal,Norris,35,8,81.009,2.599
2020,portugal,Kvyat,31,13,81.169,2.759
2020,portugal,Magnussen,31,19,81.374,2.964
2020,portugal,Stroll,31,12,81.673,3.263
2020,portugal,Giovinazzi,34,17,82.054,3.644
2020,portugal,Russell,27,14,95.318,0.241
2020,portugal,Ocon,26,11,95.507,0.430
2020,portugal,Latifi,26,20,95.543,0.466
2020,turkey,Verstappen,29,2,95.62,0.543
2020,turkey,Albon,27,4,96.738,1.661
2020,turkey,Leclerc,21,12,97.21600000000001,2.139
2020,turkey,Gasly,21,19,97.503,2.426
2020,turkey,Vettel,23,11,97.62899999999999,2.552
2020,turkey,Kvyat,23,16,98.428,3.351
2020,turkey,Norris,18,14,98.50800000000001,3.431
2020,turkey,Giovinazzi,22,10,98.612,3.535
2020,turkey,Bottas,21,9,99.48400000000001,4.407
2020,turkey,Ocon,25,7,100.025,4.948
2020,turkey,Latifi,12,18,100.225,5.148
2020,turkey,Perez,23,3,101.035,5.958
2020,turkey,Stroll,21,1,101.854,6.777
2020,turkey,Grosjean,20,17,105.156,10.079
2020,turkey,Hamilton,12,6,106.462,11.385
2020,turkey,RÃ¤ikkÃ¶nen,17,8,109.256,14.179
2020,turkey,Ricciardo,41,5,89.482,0.449
2020,turkey,Sainz,31,15,90.0,0.967
2020,turkey,Russell,31,20,90.018,0.985
2020,bahrain,Hamilton,34,1,90.049,1.016
2020,bahrain,Bottas,18,2,90.294,1.261
2020,bahrain,Perez,34,5,90.30199999999999,1.269
2020,bahrain,Sainz,28,14,90.384,1.351
2020,bahrain,Gasly,30,8,90.426,1.393
2020,bahrain,Verstappen,30,3,90.508,1.475
2020,bahrain,Albon,29,4,90.589,1.556
2020,bahrain,Ocon,24,7,90.628,1.595
2020,bahrain,Stroll,24,13,90.732,1.699
2020,bahrain,Ricciardo,28,6,90.832,1.799
2020,bahrain,Leclerc,29,12,90.854,1.821
2020,bahrain,Vettel,27,11,90.896,1.863
2020,bahrain,Grosjean,37,17,91.02,1.987
2020,bahrain,Magnussen,27,16,91.392,2.359
2020,bahrain,Giovinazzi,29,15,92.47200000000001,3.439
2020,bahrain,Kvyat,27,10,92.801,3.768
2020,bahrain,Latifi,29,18,54.722,0.176
2020,bahrain,Russell,18,2,54.811,0.265
2020,bahrain,Verstappen,44,3,54.868,0.322
2020,bahrain,Albon,40,12,55.011,0.465
2020,bahrain,Bottas,37,1,55.166,0.620
2020,bahrain,Kvyat,49,6,55.273,0.727
2020,bahrain,Gasly,40,9,55.281,0.735
2020,bahrain,Ocon,39,11,55.379,0.833
2020,bahrain,Vettel,35,13,55.449,0.903
2020,bahrain,Ricciardo,41,7,55.558,1.012
2020,bahrain,Leclerc,33,4,55.716,1.170
2020,bahrain,Stroll,41,10,55.757,1.211
2020,bahrain,Perez,32,5,55.783,1.237
2020,bahrain,Sainz,35,8,55.858,1.312
2020,bahrain,RÃ¤ikkÃ¶nen,47,19,56.078,1.532
2020,bahrain,Giovinazzi,37,14,56.130,1.584
2020,bahrain,Norris,48,15,56.764,2.218
2020,bahrain,Magnussen,24,16,57.077,2.531
2020,bahrain,Latifi,33,17,57.187,2.641
2020,bahrain,Aitken,32,18,97.412,0.034
2020,abu-dhabi,Verstappen,34,1,98.515,1.137
2020,abu-dhabi,Bottas,25,2,98.547,1.169
2020,abu-dhabi,Ocon,24,10,98.744,1.366
2020,abu-dhabi,Albon,25,5,98.831,1.453
2020,abu-dhabi,Hamilton,25,3,98.956,1.578
2020,abu-dhabi,Stroll,27,8,99.15,1.772
2020,abu-dhabi,Perez,30,18,99.16,1.782
2020,abu-dhabi,Kvyat,22,7,99.199,1.821
2020,abu-dhabi,Gasly,27,9,99.33,1.952
2020,abu-dhabi,RÃ¤ikkÃ¶nen,25,14,99.344,1.966
2020,abu-dhabi,Sainz,28,6,99.352,1.974
2020,abu-dhabi,Leclerc,19,12,99.67,2.292
2020,abu-dhabi,Norris,19,4,99.905,2.527
2020,abu-dhabi,Vettel,24,13,100.446,3.068
2020,abu-dhabi,Russell,27,15,101.063,3.685
2020,abu-dhabi,Latifi,23,17,101.235,3.857
2020,abu-dhabi,Fittipaldi,24,16,104.069,6.691
